client_id	path	sentence
c7a89	00a2bfd5d9.mp3	তিনি করলেন কি
239f7	00a38ace38.mp3	সভায় ফিরে এলে
2695f	00a41053e9.mp3	খ্রীঃ পূঃ ১৩৭০ বৎসরে
520fb	00a4640a4f.mp3	বাংলাদেশ সবচেয়ে দীর্ঘ
e8dde	00a5258384.mp3	আমার ভালবাসা
e68af	00a53a0db3.mp3	আটকা পড়া একটি ডলফিন
69d9a	00a55ac8ec.mp3	গত২৭ জানুয়ারি
e9759	00a5a23863.mp3	"ব্রিটিশ লেবার পার্টির নেতা এড মিলিব্যান্ড বলেছেন টনি বেন ছিলেন ""আমাদের সময়ের একজন উজ্জ্বল ব্যক্তিত্ব""।"
a4750	00a66d3b91.mp3	তাহাতেও কৃষ্ণের নাম আছে
a916a	00a6849513.mp3	গলার ভেতর মরা রক্ত হয়তো
16e96	00a68685ea.mp3	জিরাবাটা দিয়েনাড়ুন
4c555	00a6e7391d.mp3	রথীন্দ্রনাথ, প্রশান চন্দ্র মহলানবি
880ae	00a6f15de2.mp3	গণতন্ত্রপন্থী আন্দোলনকারীদের বিরুদ্ধে
25117	00a7086476.mp3	আর্কাইভিস্ট মাইকেল আর্লউইন
2ad74	00a73f347b.mp3	কালো দাগ ছাড়া
491a5	00a82a5eb6.mp3	যত দ্রুত সম্ভব কাজ শুরু করাই সরকারের লক্ষ্য।
194f5	00a905b52b.mp3	বইয়ের দোকানের সামনে গিয়ে
616ec	00a973cfa4.mp3	এবং মি. আশরাফ ছিলেন
cd3ac	00a98b1032.mp3	চৈতালি বলে
93bf3	00a9d000a0.mp3	চিমটি কাটতে হচ্ছে তার
ee994	00a9e11d24.mp3	তা’ কি আমি জানি না
64092	00a9f43f7a.mp3	গৃহকর্মীকে নির্ধারিত মজুরির চেয়ে
ff970	00aaab00ab.mp3	কি শিশু কি যুবা
ced74	00abe1688c.mp3	যে বনায়ন কার্যক্রমে
0edef	00ac675e10.mp3	কতটা বৈষম্য হ্রাস করতে পেরেছে
e68af	00ac92a5c8.mp3	বেচে ফেলছেন
0bace	00acc9e37c.mp3	ঘুরতে শুরু করেছিল
491a5	00ace6f788.mp3	নিউ ন্যাশন, মর্নিং নিউজ
2d78f	00ad1e9668.mp3	তারিফ না করে
e31e7	00ad891f59.mp3	আইসল্যান্ডের প্রায় অর্ধেক অংশ
ad2a0	00adc56c5f.mp3	রাত্রে কুপি জ্বালাইয়া
e8dde	00ade2be95.mp3	দেখা যায় আমদানি
c463d	00ae594528.mp3	কাফরুল থানা এলাকার সেনপাড়ায় থাকেন
2bc73	00aea690f5.mp3	জোরালো শট
f4ba7	00aeb283e8.mp3	আজ রবিবারেও দলের মহাসচিব গিয়েছিলেন কিন্তু সেসব গ্রহণ করা হয়নি।
fcefa	00aeb626d9.mp3	করা ঠিক না
0a7a0	00aebe9d91.mp3	আগে ব্যবহার না করলে
ab946	00aef1c405.mp3	সকালে শহরের কম্পপুরে
7d133	00af61420a.mp3	পলাশী, ব্যবসায় শিক্ষা অনুষদ ঘুরে
66c6b	00af816790.mp3	যে কথা উঠেছে
ad050	00af89f97e.mp3	তাতে আমাদের তেমন আনন্দ নেই
0696e	00afb09dfd.mp3	যুদ্ধাপরাধ বিচার মঞ্চের
778c0	00b0077d19.mp3	তুমি অবিমুগ্ধ হইয়া
b8fe1	00b051e227.mp3	গণতন্ত্র সম্পর্কে
cb1aa	00b0c74a8c.mp3	চট্টগ্রাম এসেছিলেন
93bf3	00b13c83e5.mp3	বাজার ঘুরে দেখা গেল
01e91	00b1a91838.mp3	ততটুকুই করা হয়েছে
01e91	00b25bf18a.mp3	আদালত কার্যদিবসের শুরুতে
f837a	00b32e047d.mp3	বর্তমান রাজনৈতিক প্রেক্ষাপট দেখে
f6e55	00b49ae437.mp3	বৃহস্পতিবার থেকে ২৪ মার্চ পর্যন্ত
93d3b	00b49b45bb.mp3	নাট্যকার মামুনুর রশীদ
bd576	00b4abede7.mp3	সম্ভাবনা ও নতুন জগতের ভাবধারা
32b3e	00b4f7dd41.mp3	আমরা অনেকক্ষণ হলো
0bace	00b5180142.mp3	থেকেও রেহাই পেয়ে
121bd	00b574faaa.mp3	জাপান ও চীনের মধ্যে
ad050	00b5797f0f.mp3	পশ্চিমা দেশগুলোকে আশ্বস্ত করেন তিনি
cb842	00b5b60f1a.mp3	যাওয়ার মধ্যে
83c53	00b5f2de82.mp3	কেন রে মূঢ়
24aed	00b63139f7.mp3	সেই যে কলকাতায় ফিরে গেলেন
321b6	00b673bd29.mp3	সব মিলিয়ে বেশ
bbb22	00b6759ab3.mp3	দ্রুত উত্তেজনা কমিয়ে
bd576	00b6e012b2.mp3	উৎসব করে ঢাকা বিভাগ
31f2a	00b718c37b.mp3	আমার কর্ণকুহর
194f5	00b75fc3ec.mp3	টলিউড চলচ্চিত্রে প্রদর্শিত
c0d65	00b7a6990e.mp3	প্রচ্ছদ ও আলোকচিত্র
1e7c6	00b7c616f6.mp3	সম্মেলনের সাফল্যকে ইতোমধ্যে প্রশ্নবিদ্ধ করেছে
778c0	00b95717f6.mp3	এই কাজ পরিত্যক্ত হয়
a274b	00b96832dd.mp3	সারা বিশ্বে এক নম্বর
2ac82	00b9f7554b.mp3	নির্বাচন করতে
ec91c	00ba8cb4d1.mp3	সিদ্ধান্তগুলো কি আদৌ
3b1f7	00bb2abf2b.mp3	রাজধানী পেরিয়ে
46da4	00bb8ae812.mp3	মুক্তির কোনো কথা তাঁর সাহিত্যকর্মে
a8710	00bbf8682d.mp3	যেহেতু ২৪ শে অক্টোবর থেকে
9642e	00bcfabb00.mp3	সহায়তা না পাওয়ায়
3b1f7	00bd010e3d.mp3	চূড়ান্ত করতে
4a918	00bd5402ad.mp3	আরও জানতে অপেক্ষা করতে হবে
f0f95	00bdd8bf21.mp3	গড়ে তোলার
73629	00be8966cf.mp3	মির্জা ফখরুল
14d25	00bf0d5a13.mp3	লেখকের জন্যে
fb4cb	00c006080f.mp3	পরীক্ষায় সফল হওয়ার পর
66dcd	00c02e30f9.mp3	নাশ করে
16a17	00c082b473.mp3	তাদের বিয়ে মাত্র
e00db	00c156b05a.mp3	সমকালীন দৃষ্টিভঙ্গি’তে
256f5	00c182d6f9.mp3	বায়ুর বিশেষ পরিচয়
3c897	00c19393f9.mp3	৬৭তম মিনিটে
3f875	00c1968989.mp3	আন্দোলনে একাত্মতা ঘোষণা করে
0696e	00c235f8f3.mp3	দেবশ্রী রায়
698a4	00c28cd71c.mp3	বাঙালি স্বাধীনতা সংগ্রামের
dae88	00c29004bc.mp3	আসর পরিবেশন করেছেন
ac0df	00c2a7235b.mp3	এক বছর পরও
0c39f	00c347a1ec.mp3	হাটে বাজারে স্পেনীয় ভাষাতেই
2695f	00c45fd7e1.mp3	আমাদের রবিশস্যের
acb88	00c4df71db.mp3	তখন অজস্র জ্যোৎস্না
eb179	00c518844c.mp3	নয়টি চেকপয়েন্টের নিয়ন্ত্রণ
195f7	00c53eb006.mp3	মেয়েদের বেলায়
3fb17	00c57ae088.mp3	সম্পূর্ণ অমনোযোগী
d5f7b	00c5d597e3.mp3	ড্রেসডেন শহরে
d136b	00c644a12b.mp3	ধরা যাক পায়ের আঙুলে
75626	00c65af965.mp3	মামলা করার বিধান রয়েছে
7d004	00c70cbe2d.mp3	সকালে বাড়ির কাছে
2d98b	00c7798736.mp3	লিপিবদ্ধ করে আসছে
3fce2	00c7810126.mp3	চেষ্টাও করা হয়
a06a1	00c801d2d7.mp3	সুকান্তের ঘোষণা, ইতিহাস
c7705	00c80e54e3.mp3	জনমত গড়ে তুলেছেন
a46e2	00c8377e82.mp3	আপনি সঠিক বলেছেন
0a87a	00c84241d9.mp3	সেই বিশাল পরিকল্পনা তাঁকে
d71a3	00c9353520.mp3	এ সিদ্ধান্ত হয়
29f8c	00c9965110.mp3	দুইটি প্রাণী গলুইয়ে বসিয়া
29f8c	00c9b2c087.mp3	অনেক মূল্যের বিনিময়ে
b9122	00ca2fc41a.mp3	তুর্কি সংস্কৃতি ও তুর্কি পাণ্ডিত্যের বিষয়ে
f29bf	00ca39afae.mp3	স্যাম মেন্ডেস পরিচালিত
b52ab	00ca48af48.mp3	বুয়েট ক্যাম্পাসে নেয়া হয়
80518	00ca55e0f3.mp3	যা ২০০৩ থেকে ২০০৯ পর্যন্ত
4f450	00ca7c33c5.mp3	কোতোয়ালি থানার উপ-পরিদর্শক
7ee9b	00cad5a413.mp3	যদিও গোর্কি
2556b	00cad84968.mp3	জুলাই, ১৯০৬ সালে
6fb36	00cbe1e536.mp3	একটা খারাপ বছর
2b883	00cc0117b7.mp3	এটাও জানিয়ে দিয়েছেন
05901	00cc37b03e.mp3	অসমীয়া জাতির
91223	00cc627edb.mp3	শনিবার জর্দান সফরের মধ্য দিয়ে
b9122	00cd146de7.mp3	তখন থেকে তারা দেখে আসছে
d9b11	00cd383a36.mp3	ক্ষুধা বাড়িতে লাগিল
11bd2	00ce1e85f3.mp3	দেশের একটি জাতীয় দৈনিকের
ee7b2	00ceca350e.mp3	একজন যুবক বলছেন
195f7	00cef758f3.mp3	বাংলাদেশের শেষ ম্যাচের দিনে
b00ba	00cefbc2da.mp3	পুরো কোটা বাতিলের
3faff	00cf10e539.mp3	ডুবন্ত লঞ্চটির অল্প অংশ
3ccf1	00cf2405cc.mp3	আইনশৃঙ্খলা রক্ষায়
1a4a9	00cf2e3ffc.mp3	আমেরিকা থেকে ফিরে আশির দশকের শুরুর দিকে শিপিং ব্যবসার মাধ্যমে ব্যবসা শুরু করেন।
880ae	00cfd45a79.mp3	ধারণা করছে রানা
2909b	00d03dca0d.mp3	আমার ভারি ভয় হতো
86b1b	00d060275c.mp3	বোমা হামলার খবর আসছে
13b6a	00d086715b.mp3	পিটার ড্যাশাক আরো বলছেন
bf530	00d0948a38.mp3	এসব অঞ্চলের ঝুঁকিপূর্ণ ভোটকেন্দ্রে
b8bdd	00d0ab8769.mp3	আমার ভাই
089ef	00d1268fe9.mp3	এই জালিয়াতিতে সক্রিয় দেখা গেছে
c3cb3	00d14506d0.mp3	মিশরের এই মহারানির
d2294	00d152a588.mp3	বিলটি পাসের দৃশ্য
ce775	00d1a372b6.mp3	অল্প কিছু বিরল ব্যতিক্রম বাদে
07660	00d1a868ea.mp3	ধকল কাটাতে
92bd8	00d1e01614.mp3	নাট্যমন্দির ছেড়ে
ad050	00d1ef9bd5.mp3	শিল্পী আঁখি আলমগীর
9092b	00d2946b69.mp3	দেশি
9e923	00d2d034ec.mp3	কিন্তু রাতের ঝড়ে
b8bdd	00d2db5367.mp3	নির্যাতন চালানোর অভিযোগও রয়েছে
1c618	00d2fc246c.mp3	সমস্ত জিনিস
3c897	00d2fd2b72.mp3	মাথা
b9122	00d2fdaa7f.mp3	ডাকাতি বা পূর্ব-শত্রুতার
39293	00d333bc2d.mp3	ভাতের সঙ্গেও খেতে পারেন
745b7	00d3498093.mp3	দাঁড়াতে পারছিলাম না
0d4cb	00d3bf4412.mp3	সংগীত পরিবেশন করেন
e2ff7	00d45224a2.mp3	আরেকটি সফল উদাহরণ
58998	00d46fac05.mp3	লাশ দুটি মর্গে রয়েছে
ee7b2	00d4be2b52.mp3	এ ঘটনার জের ধরে
ec91c	00d5b15b7c.mp3	ডাকা অভিমুখে লংমার্চ শুরু করবেন
95907	00d5e49387.mp3	এই প্রশ্নগুলো
ca831	00d5ee6f76.mp3	তার বন্দী খোঁপা কাঁধের ওপর
bdfc1	00d5f85d95.mp3	পালিয়ে গেছে
2fc12	00d65808d5.mp3	এর সাফল্যের উপর
60b9d	00d6ca84b4.mp3	সেদিকে নজর দিতে হবে
e6d83	00d6eaa2a5.mp3	নজরে পড়েন তিনি
3c897	00d7160169.mp3	যেদিন ও’রা আসেন
37d7e	00d753d238.mp3	তিনটি যানবাহনে
f6e55	00d79e7353.mp3	ব্রিটিশ ও পাকিস্তানের বিরুদ্ধে
577fa	00d7b7a1df.mp3	যিনি একটি কার্যকর নৌবাহিনী
18a52	00d7d0866e.mp3	মর্জিশাসিত তাঁর জীবন
5cb47	00d7fc5ad2.mp3	যতদিন আমাকে না দিচ্ছে
7027a	00d91140fb.mp3	ছেলেটির বয়স বছর চারেক
0d8c1	00d94e430e.mp3	একটি নতুন কুলি
bcaa8	00d9857251.mp3	তোমাদের আমি সেই যুগের কথা
e03ce	00d9922748.mp3	আন্তর্জাতিক ভাষা দিবস
1f733	00da2db85d.mp3	নির্ধারিত রাইডসে চড়তে
46d49	00da56b869.mp3	কিছু প্রতিষ্ঠান
698ff	00daa99220.mp3	পেশায় আইনজীবী
ca088	00db454e59.mp3	প্রাকৃতিক নিয়মে প্রতিদিন
efc0d	00db6e123e.mp3	ছুটির সিদ্ধান্ত
e50f1	00dbcaeea9.mp3	অ্যাডভোকেট জয়নাল আবেদীন বলেন
ba2f6	00dcbeb27e.mp3	এক বেদনাবিধুর প্রেম কাহিনী
10a9f	00dccd631f.mp3	এক পারিবারিক মণ্ডলে
b8bba	00dd284cfa.mp3	অসংখ্য জনপ্রিয় গান
9c8dd	00dd57768e.mp3	লাভবান হওয়ায়
38d3a	00dda04ca3.mp3	থলের ভিতর
d9b11	00ddab44b2.mp3	তাদের পরামর্শ উপেক্ষা করে
f600a	00dded2e8a.mp3	যোদ্ধা
9d46f	00de9e28ea.mp3	জন্ম ও বেড়ে ওঠা
442b7	00de9ede68.mp3	দুই দিনের মধ্যেই
2d98b	00dee0988e.mp3	আমি তাকে বিয়ে করার
d7a68	00df6e05f2.mp3	বাংলাদেশের সাম্প্রতিক নির্বাচনের পর
33aef	00dfbd08e0.mp3	বাংলা ছোট গল্প
4f2ae	00dff0c787.mp3	দ্বিতীয় বিশ্বযুদ্ধের পর আদিবাসী জনগণের নিরাপত্তার জন্য জাতিসংঘ ১৯৫৭ সালে আইএলও ১০৭ প্রণয়ন করে।
2ac82	00e049a7e0.mp3	শীর্ষ সন্ত্রাসীদের তালিকা
577fa	00e15cf313.mp3	সন্ধ্যায় পুলিশ এল গ্রামে
a46e2	00e1953700.mp3	তাকে বিক্রি করে দিতে পারে দলটি
9092b	00e1b72052.mp3	দুঃখ প্রকাশ করে যশরাজ ফিল্মস
cc18a	00e1c4c2c0.mp3	চিনি দিয়ে রান্না করুন
f89d7	00e1f2f586.mp3	৪ অক্টোবর
12702	00e1f82cf1.mp3	অন্ধ হয়ে পড়েন
274ee	00e20f30d3.mp3	অন্যান্য কারণের মধ্যে
0a7a0	00e328ee10.mp3	মাসের পারফরমেন্স নিয়ে যখন
bbb22	00e32eaeb8.mp3	ছোট-বড় হাজার হাজার
fcc89	00e371c3ef.mp3	তাকে পার্সেলটি নিতে পাঠিয়েছিল
68549	00e37d62b8.mp3	বাংলার শিক্ষক হয়ে
65652	00e43366aa.mp3	সীমান্তের নো-ম্যানস ল্যান্ডে
92bb2	00e471b1f8.mp3	বাংলাদেশ সংলাপের বিশেষত্ব
e9589	00e47908d1.mp3	লবণাক্তও ছিল না
d2355	00e4df5939.mp3	বার্সেলোনার গোলমুখে
1652d	00e504cfd4.mp3	শিক্ষাস্থল প্রথমে
5dec6	00e5463680.mp3	এই আকস্মিক বইটির
430b2	00e57b39be.mp3	হয়রানি না করার নির্দেশ দেয়
ced74	00e5cb6ba4.mp3	অন্যদিকে একাত্তর থেকে শুরু করে
7b900	00e6126b89.mp3	মোটামুটি ব্যবসা করলেও
3c897	00e649f2f1.mp3	একটু ভড়কে যায়
25696	00e65f47e7.mp3	রাজপথের আন্দোলনে
11bd2	00e66d007a.mp3	যাত্রীরা অভিযোগ করেছেন
e9589	00e6be32e4.mp3	নরেন্দ্র মোদীর জীবনী
3bb15	00e7daee57.mp3	এটি বিদ্রোহী কবি
3fce2	00e7f558ea.mp3	খবর নিয়ে জানা গেল
31f09	00e8207d57.mp3	উলঙ্গভাবে বসে আছি আমি
8143b	00e849913a.mp3	তিয়াত্তর হওয়া
e3f89	00e8bacd16.mp3	কলা কুশলীরা
0895a	00e8de8fdf.mp3	১৩২ রানে পিছিয়ে আছে
ce180	00e91af105.mp3	নৌকায়, না সাঁকো বেঁধে
6aac8	00e94885c5.mp3	১৬ই মে তার বিরুদ্ধে
82926	00e99b019c.mp3	একসময় মুঘল দরবার
717bb	00eb1979ac.mp3	বড় বড় গোঁফ
2fe3c	00eb78922f.mp3	তাঁকে প্রিটোরিয়ার একটি হাসপাতালে
7d3e1	00eb900e81.mp3	তখন কি দাঁড়াবে
08458	00ebb2dbd5.mp3	থাকার জন্যই তো
6dff5	00ecbbe744.mp3	ভর্তি হন
d82d9	00ed590fd5.mp3	খিচুড়ি দেওয়া হচ্ছিল
b7be9	00ed5cbdd1.mp3	আপনি তাহাদিগকে পড়াইতেন
38d3a	00ed6adfe7.mp3	দুজন প্রায়ই
8c120	00ed72e9e1.mp3	ভারতসাগর কবজায় নেয়ার
8b859	00eda2b0a4.mp3	তিনি সমালোচনার মুখেও পড়েছেন
fd880	00eed11873.mp3	ফায়ার সার্ভিসে খবর দিলে
92bd8	00ef784911.mp3	সঙ্গে ছিলেন তার স্ত্রী
2fc12	00f00313ff.mp3	মূলত মাংস দিয়ে তৈরি
3bb15	00f04dc81b.mp3	তারা প্রাতিষ্ঠানিক
b2a62	00f0522079.mp3	গাল বেয়ে
e9759	00f0cd4156.mp3	তাই আমি প্রধানমন্ত্রীর কাছে
bdd05	00f1cb8885.mp3	মুহূর্তের মধ্যে জানা যাবে
554fe	00f1f81f0c.mp3	চর গুলগুলিয়া গ্রামে
f837a	00f2396ba9.mp3	৫৪ ও দশম উইকেটে
93080	00f2f06892.mp3	ডিপিডিসির ব্যবস্থাপনা পরিচালক
95f83	00f318e9f2.mp3	একটি শোভাযাত্রা
82926	00f33d5682.mp3	আলাদা আলাদা ভাবে
315e9	00f42bac99.mp3	ডিবির লোকেরা আমাকে
8cf95	00f56ae101.mp3	আমরা দেখেছি যে
7b132	00f60b4727.mp3	যুক্তি দিয়ে
a1201	00f670c03e.mp3	এসময় ছিনতাইকারীরা
c1e30	00f75bd35d.mp3	ভেবে ঠিক পায় না
25117	00f7d9bf55.mp3	বলতে বলতেই
a7c6f	00f841b84d.mp3	বরদাস্ত করতে পারতেন না
0b7ca	00f8ecf59f.mp3	বনে বনে
a1201	00faace898.mp3	আপনার দান মনে করিয়া
7f2ef	00fadd66c7.mp3	সমস্ত কাগজ
bd576	00fb1a936c.mp3	বাঁ পায়ের ভলিতে
153c9	00fb55e27a.mp3	বাংলাদেশে প্রেক্ষাগৃহ ছিল
2ac82	00fb61e94f.mp3	আপেল
0e637	00fc5d6d19.mp3	বর্ণনা পাওয়া যায়
239f7	00fc8396e2.mp3	মন্ত্রীদের মুখের
9d398	00fd33f477.mp3	র‌্যাব কর্মকর্তাকে গ্রেপ্তারের বিষয়ে
b4ea7	00fd4b107f.mp3	সমুদ্র সৈকত
68549	00fd80b5a1.mp3	ধ্যান-জ্ঞান করে আসছি
7df87	00fefe869d.mp3	পরিবেশন করেছেন
